id,probleme,name,category,subcategory,city,province,phone,website,address,hours,is_province_wide,is_urgent,verification_note,description
assurance-desjardins,sans adresse,Desjardins Assurances,soutienSocial,Assurance automobile,Province de Québec,QC,1-800-463-7843,,,Lun-ven 8h30-16h30. En ligne 24h/24 pour certains services.,t,t,,"Assurance auto et habitation du Mouvement Desjardins. Accès par les caisses populaires, en ligne ou par téléphone. Programme Ajusto récompense la conduite prudente avec des rabais."
urgent-drogue-aide,sans adresse,Drogue : aide et référence,santemental,Dépendance et addiction,Province de Québec,QC,1-800-265-2626,,,Lun-ven 8h30-16h30. Urgences: appeler le 811 ou aller à l'urgence.,t,t,,"Ligne provinciale gratuite d'aide et de référence pour les problèmes de dépendance à la drogue, à l'alcool et aux médicaments. Disponible 24h/24, 7j/7. Intervenants spécialisés, orientent vers les centres de réadaptation, groupes de soutien et ressources locales."
pw7,sans adresse,Emploi-Québec,emploi,Services d'emploi,Province de Québec,QC,1-888-643-4721,,,Lun-ven 8h30-16h30. Sans RV ou sur RV selon service.,t,f,,"Services publics d'emploi. Aide à la recherche d'emploi, formations professionnelles et prestations."
emp-pw1,sans adresse,Emploi-Québec – Services d'emploi,emploi,Centre d'emploi,Province de Québec,QC,1-877-644-4545,,,Lun-ven 8h30-16h30.,t,f,,"Service public d'emploi du Québec. Aide à la recherche d'emploi, formation professionnelle, programmes de subvention aux employeurs, aide financière pour les chercheurs d'emploi."
pw-fc-francophone,sans adresse,Fédération culturelle canadienne-française,soutienSocial,Services francophones hors Québec,Province de Québec,QC,1-866-823-3322,https://fccf.ca/,,Lun-ven 8h30-16h30.,t,f,,"Réseau pancanadien des organismes francophones et acadiens. Référence vers services en français hors Québec : éducation, culture, services sociaux, santé."
cpe-pw3,sans adresse,Garde en milieu familial (RSG) – Réseau provincial,famille,Milieu familial subventionné,Province de Québec,QC,1-877-644-4545,,,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,t,f,,Réseau de responsables en service de garde (RSG) à domicile. Tarif subventionné ≈ 10 $/jour. Disponible dans toutes les régions du Québec via Mon Enfant.
v-inca-canada,sans adresse,INCA — Institut national canadien pour les aveugles,soutienSocial,Personnes aveugles,Province de Québec,QC,1-800-465-4622,,,Lun-ven 8h30-16h30.,t,f,,"Services pour personnes aveugles ou ayant une perte de vision. Réadaptation, ligne de référence, soutien aux familles."
urgent-info-crime,sans adresse,Info-Crime Québec,soutienSocial,Sécurité publique,Province de Québec,QC,1-800-711-1800,,,Lun-ven 8h30-16h30.,t,t,,"Service anonyme et confidentiel pour signaler des crimes ou des activités criminelles sans devoir s'identifier. Trafic de drogue, violence, exploitation, vol. L'information est transmise aux corps policiers compétents. Disponible 24h/24."
pw2,sans adresse,Info-Santé / Info-Social,sante,Consultation santé,Province de Québec,QC,811,,,"Service disponible 24h/24, 7j/7",t,t,,Ligne provinciale d'information santé. Infirmières disponibles 24h/24 pour conseils médicaux et orientation.
assurance-intact,sans adresse,Intact Assurance,soutienSocial,Assurance automobile,Province de Québec,QC,1-866-464-2003,,,Lun-ven 8h30-16h30. En ligne 24h/24 pour certains services.,t,t,,"Plus grand assureur de dommages au Canada. Assurance auto et habitation au Québec avec service de réclamation 24h/24, réseau de réparateurs certifiés et application Intact MaVoiture."
v-interligne,sans adresse,Interligne,santemental,LGBTQ+,Province de Québec,QC,1-888-505-1010,,,"Service disponible 24h/24, 7j/7",t,t,,"Centre d'aide et d'écoute pour personnes LGBTQ+ et leurs proches. Téléphone, texto, clavardage. Bilingue. Anonyme et confidentiel. 24h/24."
urgent-jeu-aide,sans adresse,Jeu : aide et référence,santemental,Dépendance et addiction,Province de Québec,QC,1-800-461-0140,,,Lun-ven 8h30-16h30. Urgences: appeler le 811 ou aller à l'urgence.,t,t,,"Ligne provinciale gratuite pour les personnes aux prises avec un problème de jeu compulsif. Disponible 24h/24, 7j/7. Écoute, soutien, référence vers les centres de traitement et groupes d'entraide. Les proches peuvent aussi appeler."
urgent-kids-help,sans adresse,"Jeunesse, j'écoute / Kids Help Phone",santemental,Crise psychologique,Province de Québec,QC,1-800-668-6868,,,"Service disponible 24h/24, 7j/7",t,t,,"Service d'écoute et de counseling professionnel pour les jeunes Canadiens, disponible 24h/24, 365 jours par an. Thérapie par texto (texto 686868), clavardage et téléphone. Sujets : santé mentale, abus, LGBTQ+, identité, intimidation, relations. Entièrement gratuit."
pw-ligneparents-famille,sans adresse,LigneParents,famille,Soutien aux parents,Province de Québec,QC,1-800-361-5085,https://www.ligneparents.com/,,Lun-ven 8h30-16h30. Sur RV.,t,f,,
pw-mifi-immigration,sans adresse,MIFI – Ministère de l'Immigration,immigration,Démarches immigration,Province de Québec,QC,1-877-864-9191,https://www.quebec.ca/immigration,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,t,f,,"Ministère de l'Immigration, de la Francisation et de l'Intégration. Sélection, francisation, intégration et reconnaissance des compétences pour personnes immigrantes au Québec."
cpe-pw2,sans adresse,Ministère de la Famille – Aide financière garde,famille,Aide financière,Province de Québec,QC,1-877-644-4545,,,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,t,f,,"Information sur les subventions pour garde non subventionnée, aide d'urgence et remboursement d'impôt pour frais de garde (crédit d'impôt pour frais de garde d'enfants)."
cpe-pw1,sans adresse,Mon Enfant – Liste d'attente CPE,famille,CPE subventionné,Province de Québec,QC,1-877-644-4545,,,Inscription via portail 24h/24. Bureau: lun-ven 7h30-17h,t,f,,Portail provincial pour s'inscrire sur la liste d'attente des CPE et garderies subventionnées (≈ 10 $/jour). Géré par le Ministère de la Famille du Québec.
pw-msmq-santement,sans adresse,Mouvement Santé Mentale Québec,santemental,Promotion santé mentale,Province de Québec,QC,1-877-849-4621,https://mouvementsmq.ca/,,Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,t,f,,"Réseau provincial regroupant 13 organismes communautaires en promotion et prévention de la santé mentale. Outils, ateliers et campagnes annuelles."
hlth-pw3,sans adresse,OPHQ – Office des personnes handicapées,sante,Personnes handicapées,Province de Québec,QC,1-800-567-1465,,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,t,f,,"Défense des droits des personnes handicapées au Québec. Aide à l'accès aux services adaptés, transport, logement et emploi. Guide des programmes et ressources disponibles."
v-portage,sans adresse,Portage,santemental,Toxicomanie,Province de Québec,QC,1-866-893-3819,,,Lun-ven 8h30-16h30. Urgences: appeler le 811 ou aller à l'urgence.,t,f,,"Centre de réhabilitation en toxicomanie pour adolescents, adultes, mères avec enfants. Programmes résidentiels au Québec et au Canada."
hlth-pw4,sans adresse,Programme SAPA – Soins à domicile (CISSS/CIUSSS),sante,Soins à domicile,Province de Québec,QC,811,,,"Service disponible 24h/24, 7j/7",t,f,,"Services de soins à domicile pour personnes âgées ou en perte d'autonomie : infirmières, ergothérapeutes, aide-ménagère, repas. Contactez votre CLSC local ou le 811."
assurance-promutuel,sans adresse,Promutuel Assurance,soutienSocial,Assurance automobile,Province de Québec,QC,1-888-466-6883,,,Lun-ven 8h30-16h30. En ligne 24h/24 pour certains services.,t,t,,"Assureur mutuel québécois offrant la couverture auto, habitation et entreprise. Réseau de 17 caisses régionales partout au Québec. Déclaration de sinistre disponible 24h/24."
soc-drt2,sans adresse,Protecteur du citoyen,soutienSocial,Défense des droits,Province de Québec,QC,1-800-463-5070,,,Lun-ven 8h30-16h30.,t,f,,"Ombudsman québécois. Défend les citoyens face aux erreurs ou injustices des ministères et organismes publics du Québec. Gratuit, confidentiel. Aussi pour aide sociale, logement, RAMQ."
hlth-pw1,sans adresse,RAMQ – Régie de l'assurance maladie,sante,Assurance maladie,Province de Québec,QC,1-800-561-9749,,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,t,f,,"Inscrivez-vous à la carte d'assurance maladie (RAMQ) pour accéder aux soins de santé couverts. Aide pour personnes sans carte, nouveaux arrivants et situations précaires."
soc-rev1,sans adresse,Revenu Québec – Aide aux personnes à faible revenu,soutienSocial,Services gouvernementaux,Province de Québec,QC,1-800-267-6299,,,Lun-ven 8h30-16h30. En ligne 24h/24 pour certains services.,t,f,,"Aide pour produire votre déclaration de revenus, accéder aux crédits d'impôt (solidarité, TVQ), régulariser des dettes fiscales. Programme Assistance-Revenu et aide aux aînes."
v-revivre,sans adresse,Revivre — Anxiété et dépression,santemental,Anxiété/dépression,Province de Québec,QC,1-866-738-4873,,,Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,t,f,,"Soutien aux personnes vivant avec anxiété, dépression ou trouble bipolaire. Ligne d'écoute, ateliers d'autogestion, groupes d'entraide."
hlth-aine1,sans adresse,Réseau FADOQ – Services aux aînés,sante,Services aux aînés,Province de Québec,QC,1-800-544-9058,,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,t,f,,"Plus grand réseau d'aînés du Québec. Aide aux aînés pour accéder aux services de santé, logement, transport adapté, activités sociales et défense de leurs droits."
pw-shq-logement,sans adresse,SHQ – Société d'habitation du Québec,logement,Logement social et abordable,Province de Québec,QC,1-800-463-4315,https://www.habitation.gouv.qc.ca/,,Lun-ven 8h30-16h30.,t,f,,"Organisme gouvernemental responsable du logement social, abordable et accessible au Québec. Programmes : HLM, supplément au loyer, AccèsLogis, allocation-logement."
emp-pw2,sans adresse,Service Canada – Assurance-emploi (AE),emploi,Aide financière,Province de Québec,QC,1-800-206-7218,,,Lun-ven 8h30-16h30.,t,f,,"Demande de prestations d'assurance-emploi suite à une perte d'emploi. Calculateur de prestations, déclarations bimensuelles, aide aux prestataires en situation précaire."
imm-pw2,sans adresse,Service Canada – Statuts et documents fédéraux,immigration,Services fédéraux,Province de Québec,QC,1-800-622-6232,,,Portail en ligne 24h/24. Centre d'appels: lun-ven 8h-20h.,t,f,,"Immigration, Réfugiés et Citoyenneté Canada (IRCC). Permis de travail, résidence permanente, citoyenneté, réfugiés. Service d'assistance téléphonique gratuit."
pw-servicesqc-emploi,sans adresse,Services Québec – Emploi,emploi,Recherche d'emploi et formation,Province de Québec,QC,1-877-644-4545,https://www.quebec.ca/emploi,,Lun-ven 8h30-16h30.,t,f,,"Centres locaux d'emploi (CLE) partout au Québec : aide à la recherche d'emploi, formations subventionnées, programmes d'intégration en emploi et soutien financier."
pw5,sans adresse,Suicide Action Montréal / Tel-Jeunes,santemental,Prévention suicide,Province de Québec,QC,1-866-APPELLE,,,"Service disponible 24h/24, 7j/7",t,t,,Ligne de prévention du suicide 24h/24. Intervention pour personnes suicidaires et leurs proches.
urgent-securite-civile,sans adresse,Sécurité civile Québec,soutienSocial,Aide aux sinistrés,Province de Québec,QC,1-800-363-1363,,,Lun-ven 8h30-16h30.,t,t,,"Service gouvernemental d'aide aux sinistrés en cas de catastrophe naturelle (inondation, verglas, tempête). Programme d'indemnisation, hébergement d'urgence, rétablissement. Coordination avec les municipalités et organismes communautaires."
police-sq,sans adresse,Sûreté du Québec (SQ),soutienSocial,Service de police,Province de Québec,QC,1-800-461-2131,,,"Service d'urgence 24h/24, 7j/7.",t,t,,"Police provinciale du Québec. Couvre la totalité du territoire québécois, notamment toutes les municipalités sans service de police municipal. Interventions d'urgence, enquêtes criminelles, sécurité routière. En cas d'urgence, composez le 911."
assurance-td,sans adresse,TD Assurance,soutienSocial,Assurance automobile,Province de Québec,QC,1-888-788-0839,,,Lun-ven 8h30-16h30. En ligne 24h/24 pour certains services.,t,t,,"Assurance auto et habitation offerte aux membres de groupes affiliés et clients TD. Service de réclamation 24h/24, voiture de remplacement et protection contre les accidents sans faute."
urgent-tel-jeunes,sans adresse,Tel-Jeunes (12–25 ans),santemental,Crise psychologique,Province de Québec,QC,1-800-263-2266,,,Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,t,t,,"Service d'écoute et d'intervention pour jeunes de 12 à 25 ans. Disponible 24h/24 par téléphone, texto et clavardage. Soutien pour idées suicidaires, dépression, violence, relations amoureuses, identité sexuelle, pression des pairs. Gratuit, confidentiel, sans jugement."
assurance-wawanesa,sans adresse,Wawanesa Assurance,soutienSocial,Assurance automobile,Province de Québec,QC,1-844-929-2637,,,Lun-ven 8h30-16h30. En ligne 24h/24 pour certains services.,t,t,,"Assureur mutuel reconnu pour ses prix compétitifs en assurance auto et habitation. Vendu via courtiers agréés au Québec. Service en français, assistance routière et gestion des réclamations réactive."
assurance-belairdirect,sans adresse,belairdirect,soutienSocial,Assurance automobile,Province de Québec,QC,1-888-270-3595,,,Lun-ven 8h30-16h30. En ligne 24h/24 pour certains services.,t,t,,"Assureur en ligne leader au Québec. Soumission et gestion de police 100% numérique. Assurance auto avec assistance routière incluse, déclaration de sinistre 24h/24 et tarifs compétitifs."
assurance-industrielle-alliance,sans adresse,iA Assurance,soutienSocial,Assurance automobile,Province de Québec,QC,1-800-463-6236,,,Lun-ven 8h30-16h30. En ligne 24h/24 pour certains services.,t,t,,"Industrielle Alliance (iA Groupe financier) offre assurance auto, habitation et vie au Québec. Siège social à Québec, réseau de conseillers partout dans la province et plateforme numérique complète."
info-social-811,sans adresse,Service Info-Social 811,santemental,Ligne d'écoute,Trois-Rivières,QC,811,,,"Service disponible 24h/24, 7j/7",t,t,,"Service téléphonique provincial d'écoute et de consultation en santé mentale. Disponible 24h/24, 7j/7. Répond à toutes les questions d'ordre psychosocial et oriente vers les ressources."
sk-211,sans adresse,211 Saskatchewan,soutienSocial,Référence communautaire,Province de la Saskatchewan,SK,211,https://sk.211.ca,,"211: disponible 7j/7, 8h-22h. Certaines régions: 24h/24.",t,f,,
sk-health-line,sans adresse,HealthLine Saskatchewan,sante,Info-Santé 24/7,Province de la Saskatchewan,SK,811,https://www.saskatchewan.ca/residents/health/accessing-health-care-services/healthline-online,,"Service disponible 24h/24, 7j/7",t,f,,
sk-lmi,sans adresse,Labour Market Information Saskatchewan,emploi,Services d'emploi,Province de la Saskatchewan,SK,1-800-667-7590,https://www.saskatchewan.ca/residents/employment,,Lun-ven 8h30-16h30. Sans RV ou sur RV selon service.,t,f,,
sk-cmhc-sk,sans adresse,SCHL – Saskatchewan,achatImmobilier,Aide à l'achat,Province de la Saskatchewan,SK,1-800-668-2642,https://www.cmhc-schl.gc.ca,,Lun-ven 9h-17h. Sam 9h-12h pour certains bureaux. En ligne 24h.,t,f,,
sk-sha,sans adresse,Saskatchewan Health Authority,sante,Réseau de la santé,Province de la Saskatchewan,SK,1-833-766-7427,https://www.saskhealthauthority.ca,,Lun-ven 8h30-16h30. Pour urgence: 811 (Info-Santé) ou urgence hospitalière.,t,f,,
sk-housing-sk,sans adresse,Saskatchewan Housing Corporation,logement,Logement subventionné,Province de la Saskatchewan,SK,306-787-4177,https://www.saskatchewan.ca/residents/housing,,Bureau lun-ven 8h30-16h30. Liste d'attente – inscription requise.,t,f,,
yt-211,sans adresse,211 Yukon,soutienSocial,Référence communautaire,Territoire du Yukon,YT,211,https://www.yt.211.ca,,"211: disponible 7j/7, 8h-22h. Certaines régions: 24h/24.",t,f,,
yt-811,sans adresse,811 – Info-Santé,sante,Info-Santé 24/7,Territoire du Yukon,YT,811,https://yukon.ca/fr/sante-et-securite,,"Service disponible 24h/24, 7j/7",t,f,,
yt-cmhc-yt,sans adresse,SCHL – Yukon,achatImmobilier,Aide à l'achat,Territoire du Yukon,YT,1-800-668-2642,https://www.cmhc-schl.gc.ca,,Lun-ven 9h-17h. Sam 9h-12h pour certains bureaux. En ligne 24h.,t,f,,
yt-employment-yt,sans adresse,Services aux travailleurs – Yukon,emploi,Services d'emploi,Whitehorse,YT,867-667-5811,https://yukon.ca/fr/faire-affaire-avec-le-gouvernement/embaucher-au-yukon,,Lun-ven 8h30-16h30. Sans RV ou sur RV selon service.,t,f,,
ab-cfs-ab,sans adresse,Children's Services Alberta,famille,Protection de l'enfance,Province de l'Alberta,AB,1-800-387-5437,https://www.alberta.ca/cs.aspx,,Service essentiel Alberta.,f,f,,
ab-cavac-ab,sans adresse,Victim Services Alberta,famille,Aide aux victimes,Province de l'Alberta,AB,1-866-845-5082,https://www.victimservices.alberta.ca,,Service essentiel Alberta.,f,f,,
bc-cfs-bc,sans adresse,Children and Family Services BC,famille,Protection de l'enfance,Province de la Colombie-Britannique,BC,1-800-663-9122,https://www.mcf.gov.bc.ca,,Service essentiel Colombie-Britannique.,f,f,,
bc-cavac-bc,sans adresse,Victim Services BC,famille,Aide aux victimes,Province de la Colombie-Britannique,BC,1-800-563-0808,https://www.victimsinfo.ca,,Service essentiel Colombie-Britannique.,f,f,,
mb-cfs,sans adresse,Child and Family Services MB,famille,Protection de l'enfance,Province du Manitoba,MB,1-800-665-6332,https://www.gov.mb.ca/fs/childfam/,,Service essentiel provincial.,f,f,,
nb-cfs,sans adresse,Services famille NB,famille,Protection de l'enfance,Province du Nouveau-Brunswick,NB,1-888-832-2226,https://www2.gnb.ca/enfance,,Service essentiel provincial.,f,f,,
ns-cfs,sans adresse,Children and Family Services NS,famille,Protection de l'enfance,Province de la Nouvelle-Écosse,NS,1-855-225-2148,https://www.novascotia.ca/dcs/cfs/,,Service essentiel provincial.,f,f,,
qc-immo-acceslogis,sans adresse,AccèsLogis Québec – SHQ,achatImmobilier,Programme accession propriété,Province de Québec,QC,1-800-463-4315,https://www.shq.gouv.qc.ca,,"Lun-ven 9h-17h. Programmes d'aide à l'achat, financement, services notariaux.",f,f,,
qc-immo-celiapp,sans adresse,CELIAPP – Compte épargne 1re propriété,achatImmobilier,Programme accession propriété,Province de Québec,QC,1-800-959-7383,https://www.canada.ca/fr/agence-revenu/services/impot/particuliers/sujets/reer-fonds-enregistres-revenu-retraite/compte-depargne-libre-impot-lachat-dune-premiere-propriete-celiapp.html,,"Lun-ven 9h-17h. Programmes d'aide à l'achat, financement, services notariaux.",f,f,,
qc-soc-fadoq,sans adresse,FADOQ – Réseau aînés Québec,soutienSocial,Soutien communautaire spécialisé,Province de Québec,QC,1-800-544-9058,https://www.fadoq.ca,,Lun-ven 8h30-16h30. Défense des droits et services spécialisés.,f,f,,
qc-soc-aines-montreal,sans adresse,Ligne Aide abus aînés,soutienSocial,Soutien communautaire spécialisé,Province de Québec,QC,1-888-489-2287,https://www.aideabusaines.ca,,Lun-ven 8h30-16h30. Défense des droits et services spécialisés.,f,f,,
qc-soc-ophq,sans adresse,OPHQ – Office personnes handicapées QC,soutienSocial,Soutien communautaire spécialisé,Province de Québec,QC,1-800-567-1465,https://www.ophq.gouv.qc.ca,,Lun-ven 8h30-16h30. Défense des droits et services spécialisés.,f,f,,
qc-immo-rap-reer,sans adresse,RAP – Régime accession propriété (REER),achatImmobilier,Programme accession propriété,Province de Québec,QC,1-800-959-7383,https://www.canada.ca/fr/agence-revenu/services/impot/particuliers/sujets/reer-fonds-enregistres-revenu-retraite/regime-accession-propriete.html,,"Lun-ven 9h-17h. Programmes d'aide à l'achat, financement, services notariaux.",f,f,,
qc-log-montreal-rclalq,sans adresse,RCLALQ – Réseau droits locataires QC,logement,Droits locataires,Province de Québec,QC,514-521-7114,https://www.rclalq.qc.ca,,Lun-ven 9h-17h. Consultation et défense des droits des locataires.,f,f,,
centre911-quebec,sans adresse,Centre 911 de Québec,soutienSocial,Centre 911,Québec,QC,911,,,"Service disponible 24h/24, 7j/7",f,t,,"Centre d'appels d'urgence 911 pour la Ville de Québec et sa région. Dispatch de la police (SPQ), des pompiers et des ambulances pour tous les arrondissements. Réception 24h/24. Composez le 911."
centre911-baslaurent,sans adresse,Centre 911 — Bas-Saint-Laurent,soutienSocial,Centre 911,Rimouski,QC,911,,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour le Bas-Saint-Laurent. Dispatch pour Rimouski, Rivière-du-Loup, Matane, Amqui. ⚠️ Plusieurs municipalités rurales ont des délais plus longs. Composez le 911."
centre911-abitibi,sans adresse,Centre 911 — Abitibi-Témiscamingue,soutienSocial,Centre 911,Rouyn-Noranda,QC,911,,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour l'Abitibi-Témiscamingue. Dispatch pour Rouyn-Noranda, Val-d'Or, Amos, Ville-Marie. ⚠️ Région étendue avec couverture inégale — délais ambulanciers parfois élevés en territoire éloigné. Composez le 911."
centre911-saguenay,sans adresse,Centre 911 de Saguenay — Lac-Saint-Jean,soutienSocial,Centre 911,Saguenay,QC,911,,,"Service disponible 24h/24, 7j/7",f,t,,"Centre de dispatch 911 pour Saguenay et le Saguenay-Lac-Saint-Jean. Couvre Chicoutimi, Jonquière, La Baie, Alma et les municipalités environnantes. Composez le 911."
centre911-monteregie,sans adresse,Centre 911 — Montérégie,soutienSocial,Centre 911,Saint-Jean-sur-Richelieu,QC,911,,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour la Montérégie. Dispatch pour Saint-Jean-sur-Richelieu, Vaudreuil, Châteauguay, Saint-Hyacinthe, Granby et toute la région. Composez le 911."
centre911-laurentides,sans adresse,Centre 911 — Laurentides,soutienSocial,Centre 911,Saint-Jérôme,QC,911,,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour la région des Laurentides. Dispatch pour Saint-Jérôme, Mirabel, Mont-Tremblant, Sainte-Agathe et les municipalités environnantes. Composez le 911."
centre911-cote-nord,sans adresse,Centre 911 — Côte-Nord,soutienSocial,Centre 911,Sept-Îles,QC,911,,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour la Côte-Nord. Dispatch pour Sept-Îles, Baie-Comeau, Havre-Saint-Pierre. ⚠️ Territoire parmi les plus étendus du Québec — couverture ambulancière limitée dans les zones isolées. Composez le 911."
centre911-sherbrooke,sans adresse,Centre 911 de Sherbrooke — Estrie,soutienSocial,Centre 911,Sherbrooke,QC,911,,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour Sherbrooke et la région de l'Estrie. Dispatch police, pompiers et ambulances en temps réel. Composez le 911."
centre911-trois-rivieres,sans adresse,Centre 911 de Trois-Rivières — Mauricie,soutienSocial,Centre 911,Trois-Rivières,QC,911,,,"Service disponible 24h/24, 7j/7",f,t,,"Centre d'urgence 911 pour Trois-Rivières, Shawinigan et la région de la Mauricie. Dispatch de la police, des pompiers et des ambulances. Composez le 911."
sk-cfs,sans adresse,Ministry Social Services SK,famille,Protection de l'enfance,Province de la Saskatchewan,SK,1-866-759-6677,https://www.saskatchewan.ca/residents/family-and-social-support,,Service essentiel provincial.,f,f,,
