id,nom,categorie_code,categorie_label,sous_categorie,ville,province_code,province_label,telephone,site_web,adresse,horaires,description,urgent,couvre_province,badge_verifie,featured,lat,lng,langues,organisation_id
assurance-industrielle-alliance,iA Assurance,social,Soutien social,Assurance automobile,Province de Québec,,,1-800-463-6236,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30. En ligne 24h/24 pour certains services.,"Industrielle Alliance (iA Groupe financier) offre assurance auto, habitation et vie au Québec. Siège social à Québec, réseau de conseillers partout dans la province et plateforme numérique complète.",oui,oui,,,46.8139,-71.2082,,
urgent-811-infosante,811 — Infosanté (Infirmière 24h/24),health,Santé,Consultation santé,Province de Québec,,,811,,,"Service disponible 24h/24, 7j/7","Composez le 811 pour parler à une infirmière en tout temps, 24h/24, 7j/7, partout au Québec. Conseils médicaux, orientation vers les bons soins, prise en charge des urgences non vitales. Service entièrement gratuit, disponible en français et en anglais.",oui,oui,,,46.8139,-71.2082,,
urgent-811-infosocial,811 — Info-Social (Travailleur social 24h/24),mentalHealth,Santé mentale,Ligne d'écoute,Province de Québec,,,811,,,"Service disponible 24h/24, 7j/7","Le 811 vous met aussi en contact avec un travailleur social pour des conseils psychosociaux immédiats. Détresse émotionnelle, conflits familiaux, anxiété, dépression légère. Service disponible 24h/24, 7j/7, gratuit et confidentiel.",oui,oui,,,46.8139,-71.2082,,
urgent-drogue-aide,Drogue : aide et référence,mentalHealth,Santé mentale,Dépendance et addiction,Province de Québec,,,1-800-265-2626,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30. Urgences: appeler le 811 ou aller à l'urgence.,"Ligne provinciale gratuite d'aide et de référence pour les problèmes de dépendance à la drogue, à l'alcool et aux médicaments. Disponible 24h/24, 7j/7. Intervenants spécialisés, orientent vers les centres de réadaptation, groupes de soutien et ressources locales.",oui,oui,,,45.5048,-73.5772,,
urgent-jeu-aide,Jeu : aide et référence,mentalHealth,Santé mentale,Dépendance et addiction,Province de Québec,,,1-800-461-0140,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30. Urgences: appeler le 811 ou aller à l'urgence.,"Ligne provinciale gratuite pour les personnes aux prises avec un problème de jeu compulsif. Disponible 24h/24, 7j/7. Écoute, soutien, référence vers les centres de traitement et groupes d'entraide. Les proches peuvent aussi appeler.",oui,oui,,,45.5048,-73.5772,,
urgent-aide-abus-aines,Ligne Aide Abus Aînés,family,Famille,Protection des aînés,Province de Québec,,,1-888-489-2287,,,Lun-ven 8h-20h. Sam-dim 8h-16h. Urgences jeunesse: disponible 24h.,"Ligne d'aide provinciale gratuite pour les victimes d'abus, de maltraitance ou de négligence envers les personnes aînées. Violence physique, psychologique, financière ou sexuelle. Intervenants spécialisés disponibles du lundi au vendredi, référence vers ressources locales. Confidentiel.",oui,oui,,,46.8139,-71.2082,,
urgent-rqcalacs,RQCALACS — Agressions à caractère sexuel,family,Famille,Agression sexuelle,Province de Québec,,,1-888-933-9007,,,Ligne 24h/24. Intervention et soutien disponibles en tout temps.,"Réseau québécois des centres d'aide et de lutte contre les agressions à caractère sexuel. Soutien aux victimes d'agression sexuelle, d'inceste et de harcèlement. Écoute, accompagnement, défense des droits, thérapie. Centres présents dans toutes les régions du Québec.",oui,oui,,,45.5048,-73.5772,,
urgent-sos-grossesse,SOS Grossesse,family,Famille,Grossesse en crise,Province de Québec,,,1-800-463-5655,,,Ligne 24h/24. Intervention et soutien disponibles en tout temps.,"Ligne d'écoute et de référence pour les femmes vivant une grossesse non désirée ou difficile. Soutien émotionnel, information sur toutes les options, référence vers ressources locales. Disponible 24h/24 par téléphone et clavardage. Totalement gratuit et confidentiel.",oui,oui,,,45.5048,-73.5772,,
urgent-croix-rouge,Croix-Rouge canadienne — Québec,social,Soutien social,Aide aux sinistrés,Province de Québec,,,1-800-418-1111,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30.,"Aide d'urgence pour les victimes de sinistres : incendie, inondation, tempête. Hébergement temporaire, vêtements, nourriture, médicaments. Disponible 24h/24 en cas de catastrophe. Également présente pour l'aide humanitaire internationale et les formations aux premiers secours.",oui,oui,,,45.5048,-73.5772,,
urgent-securite-civile,Sécurité civile Québec,social,Soutien social,Aide aux sinistrés,Province de Québec,,,1-800-363-1363,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30.,"Service gouvernemental d'aide aux sinistrés en cas de catastrophe naturelle (inondation, verglas, tempête). Programme d'indemnisation, hébergement d'urgence, rétablissement. Coordination avec les municipalités et organismes communautaires.",oui,oui,,,46.8139,-71.2082,,
urgent-tel-jeunes,Tel-Jeunes (12–25 ans),mentalHealth,Santé mentale,Crise psychologique,Province de Québec,,,1-800-263-2266,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,"Service d'écoute et d'intervention pour jeunes de 12 à 25 ans. Disponible 24h/24 par téléphone, texto et clavardage. Soutien pour idées suicidaires, dépression, violence, relations amoureuses, identité sexuelle, pression des pairs. Gratuit, confidentiel, sans jugement.",oui,oui,,,45.5048,-73.5772,,
urgent-kids-help,"Jeunesse, j'écoute / Kids Help Phone",mentalHealth,Santé mentale,Crise psychologique,Province de Québec,,,1-800-668-6868,,N/A — service téléphonique/en ligne,"Service disponible 24h/24, 7j/7","Service d'écoute et de counseling professionnel pour les jeunes Canadiens, disponible 24h/24, 365 jours par an. Thérapie par texto (texto 686868), clavardage et téléphone. Sujets : santé mentale, abus, LGBTQ+, identité, intimidation, relations. Entièrement gratuit.",oui,oui,,,45.5048,-73.5772,,
urgent-info-crime,Info-Crime Québec,social,Soutien social,Sécurité publique,Province de Québec,,,1-800-711-1800,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30.,"Service anonyme et confidentiel pour signaler des crimes ou des activités criminelles sans devoir s'identifier. Trafic de drogue, violence, exploitation, vol. L'information est transmise aux corps policiers compétents. Disponible 24h/24.",oui,oui,,,45.5048,-73.5772,,
police-sq,Sûreté du Québec (SQ),social,Soutien social,Service de police,Province de Québec,,,1-800-461-2131,,N/A — service téléphonique/en ligne,"Service d'urgence 24h/24, 7j/7.","Police provinciale du Québec. Couvre la totalité du territoire québécois, notamment toutes les municipalités sans service de police municipal. Interventions d'urgence, enquêtes criminelles, sécurité routière. En cas d'urgence, composez le 911.",oui,oui,,,46.8139,-71.2082,,
police-trois-rivieres,Service de police de Trois-Rivières (SPTR),social,Soutien social,Service de police,Trois-Rivières,,,819-691-2929,,"2250, boulevard des Forges, Trois-Rivières, QC G8Z 1V2","Service disponible 24h/24, 7j/7","Corps policier municipal de Trois-Rivières et environs. Patrouille, prévention, enquêtes et sécurité publique. Non-urgence : 819-691-2929. Urgence : 911.",oui,,,,46.3432,-72.5427,,
centre911-montreal,Centre 911 de Montréal,social,Soutien social,Centre 911,Montréal,,,911,,,"Service disponible 24h/24, 7j/7","Centre de réception et de dispatch des appels d'urgence pour l'île de Montréal. Coordonne en temps réel le déploiement de la police (SPVM), des pompiers (SIM) et des ambulances (Urgences-santé). Disponible 24h/24, 7j/7. Composez le 911.",oui,,,,45.5048,-73.5772,,
centre911-quebec,Centre 911 de Québec,social,Soutien social,Centre 911,Québec,,,911,,N/A — Composez le 911,"Service disponible 24h/24, 7j/7","Centre d'appels d'urgence 911 pour la Ville de Québec et sa région. Dispatch de la police (SPQ), des pompiers et des ambulances pour tous les arrondissements. Réception 24h/24. Composez le 911.",oui,,,,46.8139,-71.2082,,
centre911-laval,Centre 911 de Laval,social,Soutien social,Centre 911,Laval,,,911,,,"Service disponible 24h/24, 7j/7","Centre de dispatch 911 pour la Ville de Laval. Coordonne police (SPL), pompiers (SSIL) et ambulances (Urgences-santé). Disponible 24h/24. Composez le 911.",oui,,,,45.6066,-73.7124,,
centre911-longueuil,Centre 911 — Agglomération de Longueuil,social,Soutien social,Centre 911,Longueuil,,,911,,,"Service disponible 24h/24, 7j/7","Centre 911 couvrant Longueuil, Brossard, Saint-Lambert et Saint-Bruno. Dispatch police (SPAL), incendie et ambulances pour toute l'agglomération. Composez le 911.",oui,,,,45.5313,-73.5185,,
centre911-gatineau,Centre 911 de Gatineau — Outaouais,social,Soutien social,Centre 911,Gatineau,,,911,,,"Service disponible 24h/24, 7j/7","Centre de dispatch d'urgence pour Gatineau et la région de l'Outaouais. Coordonne police (SPG), pompiers (SIG) et services ambulanciers. Composez le 911.",oui,,,,45.4766,-75.7013,,
centre911-sherbrooke,Centre 911 de Sherbrooke — Estrie,social,Soutien social,Centre 911,Sherbrooke,,,911,,N/A — Composez le 911,"Service disponible 24h/24, 7j/7","Centre 911 pour Sherbrooke et la région de l'Estrie. Dispatch police, pompiers et ambulances en temps réel. Composez le 911.",oui,,,,45.4042,-71.8929,,
centre911-saguenay,Centre 911 de Saguenay — Lac-Saint-Jean,social,Soutien social,Centre 911,Saguenay,,,911,,N/A — Composez le 911,"Service disponible 24h/24, 7j/7","Centre de dispatch 911 pour Saguenay et le Saguenay-Lac-Saint-Jean. Couvre Chicoutimi, Jonquière, La Baie, Alma et les municipalités environnantes. Composez le 911.",oui,,,,48.4277,-71.0694,,
centre911-trois-rivieres,Centre 911 de Trois-Rivières — Mauricie,social,Soutien social,Centre 911,Trois-Rivières,,,911,,N/A — Composez le 911,"Service disponible 24h/24, 7j/7","Centre d'urgence 911 pour Trois-Rivières, Shawinigan et la région de la Mauricie. Dispatch de la police, des pompiers et des ambulances. Composez le 911.",oui,,,,46.3432,-72.5427,,
centre911-levis,Centre 911 de Lévis — Chaudière-Appalaches,social,Soutien social,Centre 911,Lévis,,,911,,,"Service disponible 24h/24, 7j/7","Centre 911 couvrant Lévis et la région de Chaudière-Appalaches. Dispatch police, incendie et ambulances pour la Rive-Sud et les environs. Composez le 911.",oui,,,,46.8036,-71.1759,,
centre911-lanaudiere,Centre 911 — Lanaudière,social,Soutien social,Centre 911,Joliette,,,911,,,"Service disponible 24h/24, 7j/7","Centre 911 pour la région de Lanaudière. Dispatch d'urgence pour Joliette, Terrebonne, Repentigny, Mascouche, L'Assomption. ⚠️ Note : Environ 773 des 1 112 municipalités du Québec n'ont pas de premiers répondants — des délais d'intervention plus longs peuvent survenir en zone rurale. Composez le 911.",oui,,,,46.0233,-73.4323,,
centre911-laurentides,Centre 911 — Laurentides,social,Soutien social,Centre 911,Saint-Jérôme,,,911,,N/A — Composez le 911,"Service disponible 24h/24, 7j/7","Centre 911 pour la région des Laurentides. Dispatch pour Saint-Jérôme, Mirabel, Mont-Tremblant, Sainte-Agathe et les municipalités environnantes. Composez le 911.",oui,,,,45.779,-74,,
centre911-monteregie,Centre 911 — Montérégie,social,Soutien social,Centre 911,Saint-Jean-sur-Richelieu,,,911,,N/A — Composez le 911,"Service disponible 24h/24, 7j/7","Centre 911 pour la Montérégie. Dispatch pour Saint-Jean-sur-Richelieu, Vaudreuil, Châteauguay, Saint-Hyacinthe, Granby et toute la région. Composez le 911.",oui,,,,45.3125,-73.2594,,
centre911-centreduqc,Centre 911 — Centre-du-Québec,social,Soutien social,Centre 911,Drummondville,,,911,,,"Service disponible 24h/24, 7j/7","Centre 911 pour le Centre-du-Québec. Dispatch police, incendie et ambulances pour Drummondville, Victoriaville, Bécancour. ⚠️ Plusieurs petites municipalités rurales ont des délais d'intervention plus longs en raison du manque de premiers répondants. Composez le 911.",oui,,,,45.8833,-72.4833,,
centre911-abitibi,Centre 911 — Abitibi-Témiscamingue,social,Soutien social,Centre 911,Rouyn-Noranda,,,911,,N/A — Composez le 911,"Service disponible 24h/24, 7j/7","Centre 911 pour l'Abitibi-Témiscamingue. Dispatch pour Rouyn-Noranda, Val-d'Or, Amos, Ville-Marie. ⚠️ Région étendue avec couverture inégale — délais ambulanciers parfois élevés en territoire éloigné. Composez le 911.",oui,,,,48.2374,-79.0145,,
centre911-baslaurent,Centre 911 — Bas-Saint-Laurent,social,Soutien social,Centre 911,Rimouski,,,911,,N/A — Composez le 911,"Service disponible 24h/24, 7j/7","Centre 911 pour le Bas-Saint-Laurent. Dispatch pour Rimouski, Rivière-du-Loup, Matane, Amqui. ⚠️ Plusieurs municipalités rurales ont des délais plus longs. Composez le 911.",oui,,,,48.4501,-68.5202,,
centre911-gaspesie,Centre 911 — Gaspésie / Îles-de-la-Madeleine,social,Soutien social,Centre 911,Gaspé,,,911,,,"Service disponible 24h/24, 7j/7","Centre 911 pour la Gaspésie et les Îles-de-la-Madeleine. Dispatch pour Gaspé, Matane, Carleton, Cap-aux-Meules. ⚠️ Territoire vaste — délais d'intervention variables. Composez le 911.",oui,,,,48.8349,-64.4818,,
centre911-cote-nord,Centre 911 — Côte-Nord,social,Soutien social,Centre 911,Sept-Îles,,,911,,N/A — Composez le 911,"Service disponible 24h/24, 7j/7","Centre 911 pour la Côte-Nord. Dispatch pour Sept-Îles, Baie-Comeau, Havre-Saint-Pierre. ⚠️ Territoire parmi les plus étendus du Québec — couverture ambulancière limitée dans les zones isolées. Composez le 911.",oui,,,,50.2022,-66.3832,,
centre911-nunavik,Centre 911 — Nunavik,social,Soutien social,Centre 911,Kuujjuaq,,,911,,,"Service disponible 24h/24, 7j/7",Centre de coordination des urgences pour le Nunavik (14 villages inuits). ⚠️ Région sans service ambulancier au sol — toutes les évacuations médicales se font par avion. Couverture d'urgence très limitée. Composez le 911.,oui,,,,58.1072,-68.389,,
incendie-trois-rivieres,Service de sécurité incendie de Trois-Rivières,social,Soutien social,Service des incendies,Trois-Rivières,,,819-379-4600,,"1057, rue du Fleuve, Trois-Rivières, QC G9A 4L4","Service disponible 24h/24, 7j/7","Service incendie municipal de Trois-Rivières (Mauricie). Lutte contre les incendies, sauvetage technique et prévention. Urgence : 911.",oui,,,,46.3432,-72.5427,,
maison-carignan,Maison Carignan,mentalHealth,Santé mentale,Dépendances et santé mentale,Trois-Rivières,,,1-877-373-9435,https://maisoncarignan.qc.ca/,"7515, boulevard Parent, Trois-Rivières, QC G9C 0M5",Lun-ven 8h30-16h30. Urgences: appeler le 811 ou aller à l'urgence.,"Centre de thérapie certifié pour personnes aux prises avec une dépendance (alcool, drogues, jeu) ou des problèmes de santé mentale. Hébergement, thérapie résidentielle, suivi et post-cure. Ligne sans frais 24h/24 : 1-877-373-9435.",oui,,,,46.352,-72.55,,
le-traversier,Le Traversier — Aide psychosociale,mentalHealth,Santé mentale,Soutien communautaire,Trois-Rivières,,,819-373-5820,,"385, Côte Richelieu, Trois-Rivières, QC G9A 2Y9",Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,"Organisme communautaire offrant soutien psychosocial, groupes d'entraide, accompagnement et activités de réintégration sociale aux personnes vivant avec des problèmes de santé mentale.",,,,,46.3512,-72.5488,,
info-social-811,Service Info-Social 811,mentalHealth,Santé mentale,Ligne d'écoute,Trois-Rivières,,,811,,N/A — service téléphonique/en ligne,"Service disponible 24h/24, 7j/7","Service téléphonique provincial d'écoute et de consultation en santé mentale. Disponible 24h/24, 7j/7. Répond à toutes les questions d'ordre psychosocial et oriente vers les ressources.",oui,oui,,,46.8139,-71.208,,
groupe-entraide-sante-mentale,Groupe d'entraide en santé mentale,mentalHealth,Santé mentale,Soutien communautaire,Trois-Rivières,,,819-375-5880,,"819, rue Ste-Cécile, Trois-Rivières, QC G9A 1L2",Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,"Groupe d'entraide communautaire pour personnes vivant avec des troubles de santé mentale. Réunions hebdomadaires, activités de groupe et soutien par les pairs.",,,,,46.3518,-72.5475,,
readaptation-dependance-mcq,Centre de réadaptation en dépendance Mauricie,mentalHealth,Santé mentale,Dépendance et addiction,Trois-Rivières,,,819-374-4744,,"3440, rue Sainte-Marguerite, Trois-Rivières, QC G8Z 1X3",Lun-ven 8h30-16h30. Urgences: appeler le 811 ou aller à l'urgence.,"Services spécialisés en réadaptation pour l'alcoolisme, la toxicomanie et autres dépendances. Suivi individuel, thérapie de groupe et réinsertion sociale.",,,,,46.3502,-72.5545,,
na-mauricie,Narcotiques Anonymes Mauricie,mentalHealth,Santé mentale,Dépendance et addiction,Trois-Rivières,,,1-800-879-0333,,Réunions dans divers lieux de Trois-Rivières – voir horaire sur na.org,Réunions le soir (horaires variables selon groupe). Voir site ou appeler.,"Programme de rétablissement communautaire pour les personnes dépendantes aux drogues. Réunions hebdomadaires en Mauricie, anonymat complet garanti.",,,,,46.3515,-72.5462,,
centre-jeunesse-mauricie,Centre jeunesse Mauricie–Centre-du-Québec,mentalHealth,Santé mentale,Services jeunesse,Trois-Rivières,,,819-374-4783,,"2735, rue Papineau, Trois-Rivières, QC G8Z 1N8",Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,"Services de protection de la jeunesse, réadaptation et hébergement pour les enfants et adolescents en difficulté ou en situation de crise en Mauricie.",,,,,46.3488,-72.5535,,
accueil-bonneau-tr,Accueil Bonneau — Distribution alimentaire,food,Alimentation,Banque alimentaire,Trois-Rivières,,,819-374-5000,,"1, rue Fusey, bureau 101, Trois-Rivières, QC G8T 2T2","Lun-ven 9h-16h, sam 9h-13h. Horaires varient selon point de distribution.",Distribution alimentaire gratuite et repas communautaires pour les personnes sans-abri et en situation précaire à Trois-Rivières. Accueil inconditionnel.,,,,,46.3482,-72.5552,,
comptoir-st-vincent-de-paul,Comptoir alimentaire St-Vincent-de-Paul,food,Alimentation,Dépannage alimentaire,Trois-Rivières,,,819-375-4321,,"2580, rue Royale, Trois-Rivières, QC G9A 4L5","Dépannage lun-ven 8h30-16h30, sam 9h-12h. Appeler avant de se présenter.",Dépannage alimentaire d'urgence et épicerie à prix modique. La Société Saint-Vincent-de-Paul offre aide immédiate aux familles en difficulté.,,,,,46.3505,-72.549,,
cuisine-collective-tr,Cuisine collective Trois-Rivières,food,Alimentation,Café communautaire,Trois-Rivières,,,819-373-1010,,"1060, rue St-François-Xavier, local 145 B, Trois-Rivières, QC G9A 1R8",Service de repas midi lun-ven 11h30-13h30. Vérifier horaires spéciaux.,"Ateliers de cuisine en groupe pour apprendre à cuisiner sainement à faible coût. Partage des repas préparés, liens sociaux et apprentissage culinaire.",,,,,46.3521,-72.5468,,
centre-entraide-alimentaire,Centre d'entraide alimentaire,food,Alimentation,Dépannage alimentaire,Trois-Rivières,,,819-373-4455,,"3275, rue Girard, Trois-Rivières, QC G8Z 2M5","Dépannage lun-ven 8h30-16h30, sam 9h-12h. Appeler avant de se présenter.","Aide alimentaire d'urgence et banque de denrées pour familles, aînés et individus en situation précaire. Accueil chaleureux et discret à Trois-Rivières.",,,,,46.3498,-72.5508,,
repas-communautaires-mauricie,Repas communautaires Mauricie,food,Alimentation,Café communautaire,Trois-Rivières,,,819-374-8800,,"1, rue Fusey, bureau 101, Trois-Rivières, QC G8T 2T2",Service de repas midi lun-ven 11h30-13h30. Vérifier horaires spéciaux.,Repas communautaires gratuits et à prix modique servis plusieurs fois par semaine en Mauricie. Moments de partage et d'inclusion pour personnes isolées.,,,,,46.351,-72.5458,,
popote-roulante-tr,Popote roulante Trois-Rivières,food,Alimentation,Aide alimentaire,Trois-Rivières,,,819-374-2800,,"929, rue du Père-Daniel, Trois-Rivières, QC G9A 2W9",Livraison à domicile lun-ven matin. Inscription requise.,"Livraison de repas chauds à domicile pour personnes âgées, malades ou à mobilité réduite à Trois-Rivières. Repas nutritifs et visite de bienveillance quotidienne.",,,,,46.353,-72.5462,,
distribution-alimentaire-urgence,Distribution alimentaire d'urgence,food,Alimentation,Dépannage alimentaire,Trois-Rivières,,,819-374-9900,,"5593, rue Jean-Paul Lavergne, Trois-Rivières, QC G8Y 3Y5","Service disponible 24h/24, 7j/7",Service de dépannage alimentaire d'urgence disponible rapidement pour familles et individus sans ressources. Paniers fournis dans les 24h sur demande.,,,,,46.3488,-72.5528,,
centre-aide-logement-tr,Centre d'aide au logement,housing,Logement,Logement subventionné,Trois-Rivières,,,819-375-0444,,"385, Côte Richelieu, Trois-Rivières, QC G9A 2Y9",Bureau lun-ven 8h30-16h30. Liste d'attente – inscription requise.,"Information et défense des droits des locataires. Aide aux recherches de logement, médiation avec propriétaires et référence vers logements sociaux disponibles.",,,,,46.3518,-72.5498,,
organisme-insertion-socio,Organisme d'insertion socioprofessionnelle,employment,Emploi,Insertion professionnelle,Trois-Rivières,,,819-374-5500,,"7175, rue Marion, bureau 310, Trois-Rivières, QC G9A 5Z9",Lun-ven 8h30-16h30.,"Accompagnement des personnes vivant des obstacles à l'emploi : santé mentale, dépendances, absence de formation. Parcours individualisés vers l'emploi adapté.",,,,,46.3502,-72.554,,
service-accueil-nouveaux-arrivants,Service d'accueil aux nouveaux arrivants,immigration,Immigration,Intégration immigrants,Trois-Rivières,,,819-373-4822,,"919, boulevard du Saint-Maurice, Trois-Rivières, QC G9A 3R1",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,"Accueil, orientation et accompagnement des nouveaux arrivants à Trois-Rivières. Aide aux démarches administratives, information sur les services locaux et intégration.",,,,,46.3505,-72.5512,,
aide-installation-immigrants,Aide à l'installation des immigrants,immigration,Immigration,Intégration immigrants,Trois-Rivières,,,819-373-4822,,"919, boulevard du Saint-Maurice, Trois-Rivières, QC G9A 3R1",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,"Accompagnement pratique pour l'installation des nouveaux arrivants : logement, école pour les enfants, services médicaux, documents officiels et orientation.",,,,,46.3508,-72.5498,,
service-traduction-communautaire,Service de traduction communautaire,immigration,Immigration,Services d'interprétation,Trois-Rivières,,,819-374-7799,,"919, boulevard du Saint-Maurice, Trois-Rivières, QC G9A 3R1",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,"Interprétariat et traduction communautaire pour immigrants lors de rendez-vous médicaux, légaux ou administratifs. Disponible en plusieurs langues.",,,,,46.3512,-72.5505,,
programme-accompagnement-arrivants,Programme d'accompagnement nouveaux arrivants,immigration,Immigration,Intégration immigrants,Trois-Rivières,,,819-373-4822,,"919, boulevard du Saint-Maurice, Trois-Rivières, QC G9A 3R1",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,"Programme gouvernemental d'accompagnement pour les nouveaux arrivants au Québec. Parrainage, jumelage interculturel et mentorat d'intégration communautaire.",,oui,,,46.3505,-72.5518,,
v-suicide-action-mtl,Suicide Action Montréal,mentalHealth,Santé mentale,Prévention suicide,Montréal,,,1-866-277-3553,,"4650, rue Sainte-Catherine Est, Montréal QC H1V 1Z4","Service disponible 24h/24, 7j/7","Centre de prévention du suicide pour Montréal et le Québec. Intervention de crise 24h/24, suivi de personnes endeuillées par suicide, formation des intervenants.",oui,,,,45.54,-73.55,,
v-cavac,CAVAC — Centre d'aide aux victimes d'actes criminels,social,Soutien social,Aide aux victimes,Province de Québec,,,1-866-532-2822,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30.,"Aide gratuite et confidentielle pour victimes d'actes criminels et leurs proches : intervention post-traumatique, information sur droits et démarches judiciaires, accompagnement.",oui,oui,,,46.8227,-71.20096,,
v-cps-arthabaska,CPS des Bois-Francs — Victoriaville,mentalHealth,Santé mentale,Prévention suicide,Victoriaville,,,1-866-APPELLE,,"20, avenue Pie-X, Victoriaville QC G6P 6M9",Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,"Intervention de crise pour Victoriaville et environs : Princeville, Warwick, Saint-Valère, Chesterville. 24h/24, gratuit, anonyme.",oui,,,,46.051,-71.965,,
v-interligne,Interligne,mentalHealth,Santé mentale,LGBTQ+,Province de Québec,,,1-888-505-1010,,N/A — service téléphonique/en ligne,"Service disponible 24h/24, 7j/7","Centre d'aide et d'écoute pour personnes LGBTQ+ et leurs proches. Téléphone, texto, clavardage. Bilingue. Anonyme et confidentiel. 24h/24.",oui,oui,,,46.8103,-71.21088,,
v-grand-chemin,Le Grand Chemin,mentalHealth,Santé mentale,Toxicomanie jeunes,Montréal,,,1-800-668-9210,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,"Réadaptation en dépendance pour jeunes 12-17 ans. Programme résidentiel intensif. Centres à Montréal, Québec et Saint-Célestin.",oui,oui,,,45.4983,-73.57002,,
v-portage,Portage,mentalHealth,Santé mentale,Toxicomanie,Province de Québec,,,1-866-893-3819,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30. Urgences: appeler le 811 ou aller à l'urgence.,"Centre de réhabilitation en toxicomanie pour adolescents, adultes, mères avec enfants. Programmes résidentiels au Québec et au Canada.",,oui,,,46.8107,-71.21056,,
v-aqris,AQIS — Association du Québec pour l'intégration sociale,social,Soutien social,Déficience intellectuelle,Province de Québec,,,1-888-381-2300,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30.,"Soutien aux personnes vivant avec une déficience intellectuelle et leurs familles. Défense des droits, formation, ressources.",,oui,,,46.8173,-71.20528,,
v-aqrips,AQRIPH — Personnes handicapées,social,Soutien social,Handicap,Province de Québec,,,1-888-336-0967,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30.,"Alliance québécoise des regroupements pour l'intégration des personnes handicapées. Défense des droits, ressources locales partout au Québec.",,oui,,,46.8175,-71.20512,,
v-inca-canada,INCA — Institut national canadien pour les aveugles,social,Soutien social,Personnes aveugles,Province de Québec,,,1-800-465-4622,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30.,"Services pour personnes aveugles ou ayant une perte de vision. Réadaptation, ligne de référence, soutien aux familles.",,oui,,,46.8101,-71.21104,,
v-revivre,Revivre — Anxiété et dépression,mentalHealth,Santé mentale,Anxiété/dépression,Province de Québec,,,1-866-738-4873,,N/A — service téléphonique/en ligne,Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,"Soutien aux personnes vivant avec anxiété, dépression ou trouble bipolaire. Ligne d'écoute, ateliers d'autogestion, groupes d'entraide.",,oui,,,46.8111,-71.21024,,
v-anebquebec,ANEB — Troubles alimentaires,mentalHealth,Santé mentale,Troubles alimentaires,Province de Québec,,,1-800-630-0907,,N/A — service téléphonique/en ligne,"Service disponible 24h/24, 7j/7","Anorexie et Boulimie Québec. Ligne d'écoute, clavardage, groupes d'entraide pour personnes vivant avec un trouble alimentaire et leurs proches.",oui,oui,,,46.8047,-71.21536,,
tr-garde-chantal-bellerive,Chantal Bellerive,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33839,-72.53965,,
tr-garde-le-temps-d-une-culbute,Le temps d'une culbute,childcare,Services de garde,Milieu familial non subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (non subventionné) à Trois-Rivières. Tarif : À partir de 55.00 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33714,-72.54128,,
tr-garde-service-de-garde-educatif-des-p-tites-ab,Service de garde éducatif Des P'tites Abeilles,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33195,-72.53733,,
